num_bedrooms,num_bathrooms,square_footage,lot_size,age_of_house,proximity_to_city_center,neighborhood_quality,house_price
1,3,2545,1177,4,19,5,438040.59228489606
4,3,987,9937,4,14,1,417315.77787464514
3,3,2014,5354,29,8,6,521273.4201197294
5,1,1909,9843,49,19,5,424740.3385129548
2,2,3321,6914,4,3,7,527059.6758081628
4,1,1643,6482,12,18,7,455593.43965769873
2,3,1330,4271,98,16,4,317758.36763137474
4,3,1870,7687,48,14,5,475684.22987792216
3,2,1762,6392,88,16,10,490953.67042969936
3,3,3322,1289,49,17,8,525438.2807308744
3,1,1969,9994,13,11,2,444110.5454824675
3,1,2205,9425,45,13,1,409264.7825828523
1,2,1316,1407,89,11,6,294988.02488999756
1,1,2688,1693,81,4,4,401715.97655233846
5,1,3273,2169,83,14,10,546182.0486544275
2,1,2291,9623,33,5,3,453298.29259731225
4,1,1917,8782,70,4,7,476592.9944283265
4,3,932,4044,46,1,8,478623.74183877266
1,1,1113,6530,59,14,4,273705.3477730677
4,2,1390,5992,73,7,10,496541.8464064973
1,2,2343,4924,78,10,6,372804.51300637634
5,1,3006,7970,80,2,2,531503.1791766842
2,2,2685,4312,10,10,8,511376.95307859237
5,1,2426,5318,97,3,6,516018.48711566307
3,2,1547,2688,90,8,9,400993.39685311716
3,2,2297,1467,84,10,6,430073.25029712706
3,1,1600,3422,94,8,6,360242.14634121506
5,1,3257,8279,49,14,2,470229.9264467341
4,3,2297,5507,3,18,5,514242.14692429063
2,1,2179,5721,40,9,9,499520.9393454512
3,1,1479,6371,58,9,1,323598.58980385045
3,3,2961,8541,59,4,4,537657.8062598549
3,1,1696,2486,80,3,10,477197.4265816056
2,1,2346,4749,61,14,10,488047.7671286113
3,3,2593,9059,83,14,3,421503.6754388328
2,1,2912,3503,24,16,1,376308.9848848922
3,1,1483,8855,86,5,1,330547.69510151836
5,3,2095,8055,78,15,1,474427.9083711555
5,3,2485,1399,32,9,1,499761.64176902315
2,2,2185,5382,18,7,2,433131.08920561627
5,1,2993,2539,56,13,5,460043.5530657186
2,2,1742,9428,14,8,2,453483.2960669632
5,2,2109,8185,40,12,4,538961.4570194506
5,3,1833,5910,68,4,9,592524.3765896091
2,1,3033,5509,79,16,3,329043.86796615703
4,1,2420,7051,59,6,2,478331.77601948264
5,3,1608,7152,95,5,4,440039.2403819
3,2,970,9611,21,1,9,522784.007551606
4,3,3060,5124,42,14,4,531498.939499595
2,1,2353,3395,31,9,5,439589.5804527066
4,3,2395,9852,12,18,4,530671.9133159367
1,1,2423,4950,37,6,8,448799.1599110182
1,2,826,1449,25,15,4,256586.26218178618
5,1,1813,1379,80,16,2,388165.0252199883
5,2,1891,8285,4,8,4,557845.2035281936
3,2,1207,3301,48,19,2,304687.50521571917
4,1,1932,8710,96,5,9,442495.0644715848
1,1,873,6792,90,14,8,322526.55464810896
5,2,3425,9918,4,7,9,722786.5134572671
4,3,1479,8216,70,4,4,496246.9351826864
5,1,2191,5905,47,1,1,488357.50221913244
5,2,1648,6999,17,4,3,473472.11119471205
1,2,1669,9607,94,14,7,357387.97938588087
1,3,1036,8122,5,16,1,350333.1693463769
5,1,3225,1599,65,7,8,556680.4422731956
2,2,1705,8288,76,10,9,452234.1576674469
5,3,3223,8921,41,10,8,658112.9383490712
5,2,1418,2567,51,4,5,502003.3872057712
3,1,1832,2094,10,12,9,478758.46044677787
3,3,3043,7191,25,6,4,559997.1929399921
3,2,2113,2458,20,13,9,515022.49682086863
2,3,1646,9046,65,1,1,398001.0913364253
2,1,2723,5934,39,8,3,445601.57804462593
5,3,3411,2354,55,16,4,519597.22638826026
3,1,1433,7473,50,5,10,512482.87929380586
2,2,1817,9404,19,7,1,438365.2142893809
1,1,807,4894,80,3,6,302826.2934590268
5,2,2192,9032,79,2,4,529710.8956007437
4,2,1868,3963,56,2,4,467944.340499299
5,1,3191,4042,4,10,1,585278.8209425199
4,2,2580,7973,13,9,5,595490.8996117802
3,3,2442,8139,23,18,9,540922.5920640712
4,2,2016,7930,67,6,6,536506.4141913644
3,1,1648,2732,51,6,8,453390.8987218125
1,3,2180,8870,47,10,4,437697.81417936995
4,3,861,6340,87,9,9,480688.1130477439
5,2,1885,6111,46,9,7,531439.410112102
3,2,3269,4081,59,3,7,553470.5964329336
5,1,2617,8802,72,12,8,548597.4150357224
2,3,1432,8527,2,11,2,446343.4491398998
3,1,1591,5868,8,14,6,420267.48199497367
4,2,3398,2529,81,19,7,426816.2657182133
3,3,2100,2081,99,10,3,387854.7984350738
5,1,3453,8994,82,19,8,470209.1455193705
1,1,2254,4531,23,5,1,363517.5665973613
3,1,1938,1716,3,9,1,402190.8260699904
4,1,2511,7229,8,1,10,610020.9422264969
2,1,1324,1204,96,15,3,279322.9536040885
1,3,2820,7784,0,4,6,570293.9885182565
2,1,1698,5094,34,7,7,443900.5179951802
3,3,3010,6482,73,6,2,502758.67440154514
5,1,1586,6740,11,15,6,509923.01140921615
5,2,2160,8219,17,6,5,513236.2502194769
4,2,3226,7154,77,7,6,541016.942050178
5,1,972,5842,9,3,1,427214.53197074984
1,2,1799,9103,73,13,10,411987.4868917885
5,3,2610,3018,17,2,7,590226.2963170076
4,1,863,6051,23,3,8,488792.03661623254
3,3,2145,9709,0,13,7,555071.2444004897
3,1,1774,8835,93,9,9,399261.0512920922
5,2,865,2438,78,19,1,351606.8990128305
2,3,2666,5086,71,18,10,470223.5542487937
3,2,2422,6127,98,5,9,496001.61739594775
5,2,1257,3052,81,10,3,428456.0396877633
4,1,2402,8529,15,14,2,461706.9978058336
5,3,3300,8147,84,17,6,544238.9715939203
3,2,2757,5368,14,3,5,555205.2893058549
4,1,2540,5517,61,7,4,477237.27638459636
5,1,2249,3312,4,9,4,516585.22308382305
1,1,2759,6577,44,5,8,437617.69713193236
4,2,3025,9973,51,4,10,611747.5412677631
1,1,2754,2244,70,3,3,379633.3023201433
2,3,1079,3416,6,13,1,354779.72531207773
4,3,3191,7490,26,9,5,612321.3445452506
1,2,1840,7168,88,7,8,361198.83455360966
3,3,3143,6839,85,8,3,478379.27102771896
3,1,3049,9608,12,10,2,528432.4927890314
2,2,1761,9406,16,1,1,477996.2338149888
4,1,2742,8097,43,1,4,573798.3471274321
4,2,2017,6009,12,19,2,427107.48556564434
4,2,1174,2582,89,2,8,477053.2031431927
2,1,2711,9924,72,12,10,436747.7400755467
4,3,834,8876,4,13,9,512431.1511045865
3,3,2192,3427,32,14,10,513337.1047304952
1,2,2876,6721,3,5,1,451566.99469504977
3,1,1574,9423,91,3,2,371923.65029788687
3,1,1020,5930,25,17,6,366455.60181256616
1,2,2900,5353,67,1,10,484499.15472245764
3,3,2923,8832,15,14,7,579056.3376501448
2,1,1293,6375,21,6,2,378213.7499281433
1,3,2511,1402,35,17,8,434791.91359793214
3,3,2964,7567,57,4,10,597995.4217798214
5,2,1079,5865,54,6,9,518913.16062775056
3,2,1545,9146,34,1,8,528008.1136514107
2,3,3142,1064,24,9,9,543656.5694992244
4,1,2274,3237,71,4,6,517870.9217128716
3,1,2657,8770,80,9,7,483178.61904088396
4,2,2341,1172,60,9,6,486025.5508192755
5,3,1896,8935,17,13,7,558428.6391008485
3,1,1859,3675,57,17,3,349004.478931773
1,1,2722,5005,75,3,4,411555.53790929366
4,2,2805,7544,56,6,9,614380.5023134078
5,3,1296,9829,96,15,3,378960.8113833739
1,1,3053,1948,86,14,2,338988.36896604445
1,2,3273,2694,62,13,7,462900.0909194659
1,1,843,5757,11,9,6,326253.0382523692
1,1,2651,7282,10,15,3,394867.22808171815
3,1,3452,1142,12,14,6,487413.05067292403
3,2,1253,7001,34,4,7,490416.24029192585
3,3,1394,7652,26,11,6,462697.22669111117
5,2,2156,5581,88,2,1,473289.52332799684
5,3,1306,6087,66,16,1,397284.6048180381
5,1,1593,2460,88,19,9,432034.0858192067
2,3,820,4887,44,16,6,367386.82401495345
5,1,2199,9484,73,7,2,476175.1691009914
3,1,3467,1837,80,11,1,417876.54562703636
3,2,3261,6846,66,12,2,471900.2720113034
2,1,1894,9463,21,4,8,485539.7036285919
2,2,2227,3369,77,16,5,406976.3696885232
5,3,2385,9997,90,16,7,478371.131219537
4,3,2614,4174,41,7,7,524074.0387957588
2,1,2220,6985,19,13,2,352737.98578478565
1,2,1136,1882,47,5,4,298456.2970176891
3,1,2467,4171,17,1,2,510692.2453705063
1,2,1709,3040,76,5,7,397354.192482066
3,2,1075,7732,69,14,5,398140.41229438985
3,2,1691,7372,73,11,1,342250.04463236197
2,3,812,6985,92,2,2,368191.5363686375
2,2,1826,8562,5,18,6,433406.60155373265
1,3,1773,6900,38,15,4,380514.6624788965
3,2,974,8965,10,14,7,461235.5723837402
1,3,2208,6316,24,13,2,381440.9562234389
4,3,2425,9465,93,2,2,561326.2283851122
1,3,2743,1589,54,19,6,426214.0076068838
5,1,3088,9774,83,8,8,547429.351150116
1,2,1346,6063,57,17,1,246220.5485569163
5,1,2861,4633,36,15,5,513751.3959548827
5,2,2018,2990,15,14,1,479426.46108955104
5,2,2220,7515,94,3,6,551185.3814927078
4,1,2254,2258,92,17,7,373255.97721079184
1,3,2233,3866,69,3,6,446385.17357997916
1,2,802,4738,92,13,9,269088.6243896303
4,3,2642,1571,95,18,3,422721.93983527797
3,1,1546,9736,72,1,8,466820.39448854874
2,3,1671,5222,36,7,3,476632.9940571441
1,2,1294,1637,52,5,7,343960.93639450805
2,2,3264,9232,86,2,5,529161.2095372527
4,2,2214,5882,15,17,1,405750.21662084456
3,1,1427,5392,17,10,4,387345.7431398374
3,2,1875,4672,18,4,9,497838.63603819587
3,1,941,8257,43,9,8,430079.81521127635
4,3,2287,5711,1,11,3,506140.52973115665
5,2,845,6643,57,12,2,371470.71236798656
5,2,2857,1159,9,12,9,612396.1900405845
2,2,1463,6938,75,18,1,300258.3846468673
5,3,1372,1580,45,4,9,559336.2326037581
5,2,2829,9411,81,9,7,549627.5212744612
3,1,2353,8586,18,8,2,511130.74081092945
3,3,2421,5474,37,19,5,459117.90665604925
2,3,3496,8073,36,13,2,508161.28684805625
1,3,1712,6059,90,2,5,397350.05314224894
2,3,1439,5328,77,19,7,328487.0927936329
2,3,3463,2394,44,14,5,500079.1920475504
4,1,1708,1921,33,5,2,426768.0672132552
4,3,3025,3773,1,10,5,589294.3465490191
2,2,1668,5462,43,17,10,429421.0670473357
2,3,1829,5576,96,16,6,313642.54832783394
2,3,1652,4434,82,17,5,308664.44690270675
5,3,1106,7733,26,1,2,550235.4793124391
4,3,3395,2865,47,15,6,529751.3388350264
2,3,3174,1724,93,17,6,400463.95027227845
3,1,2616,1711,6,11,2,459093.95993427053
3,1,1194,8710,26,5,4,425188.1850719533
5,3,3147,6080,84,4,7,612029.7095410697
5,1,1548,1390,70,9,1,395291.9552816739
1,2,3132,5487,88,16,1,340026.0737545112
1,3,1129,9116,17,12,6,389251.5402439437
1,2,2897,7747,32,18,7,440930.87058202317
5,2,2831,7066,32,3,5,633375.2271708861
5,3,1572,5494,95,15,10,470888.29459714505
5,2,2445,4572,24,18,8,564848.9575068038
3,2,2532,8769,13,12,4,498617.99204193376
5,2,1177,3311,37,13,3,455145.04139944847
3,3,2587,7773,37,1,7,583888.2829588278
1,3,2423,7905,3,4,4,501029.72699755186
1,2,1799,4642,61,8,1,341619.24205190915
1,3,2648,7338,81,19,8,428753.9390575562
2,3,2361,3609,9,5,5,520779.4323553769
2,2,1573,7240,34,11,8,453333.2707727099
4,3,1883,8806,98,17,8,438355.87716058246
4,1,2603,1757,22,17,5,507693.16184987564
4,3,1898,6086,88,2,8,541166.4277732418
2,1,2850,7220,64,1,7,497102.7115006251
2,2,2398,6602,81,4,3,415639.65819363313
4,3,1547,7121,78,9,4,470160.70673182775
4,2,2271,9956,24,2,7,574262.8980738685
5,2,2564,3725,95,3,4,464803.1245932167
4,2,3122,4368,52,6,6,559013.9899856114
5,2,2353,4497,83,13,2,472891.1143278586
3,2,2415,9174,16,15,2,497054.7202796168
2,3,3062,6642,56,11,3,459343.651414153
4,1,2308,9774,74,10,10,511811.6915985446
2,3,1128,5766,76,3,7,435686.26081289886
2,3,3102,5633,88,9,3,432390.26452840585
2,3,2210,2821,19,10,3,462873.14870977873
3,3,925,2185,24,12,4,406669.9562232933
1,1,1566,2637,41,8,10,430495.2064297545
4,3,2373,8236,44,17,6,522432.5128274456
1,2,2027,9380,30,5,1,424745.6958075608
1,3,1995,2746,64,8,6,398855.0588799478
1,3,2558,6797,51,18,8,475439.1830125565
2,1,1016,9089,79,11,8,366164.7985594868
5,1,2159,3620,91,10,6,463992.3513371708
2,2,2121,8597,20,15,6,427817.4254858257
2,3,1631,9002,29,6,3,447129.20449628617
1,3,981,7107,2,19,2,336230.4940175659
2,3,1133,3793,97,17,7,306337.0675893925
1,2,1310,3500,69,10,8,349692.0713557728
5,1,1182,9361,42,5,10,536037.9995474247
4,2,2696,5925,28,16,6,515973.01652308047
1,3,1131,2080,2,12,5,346722.3252489599
5,1,1988,5864,57,5,4,491610.2364823934
4,1,2065,5453,32,1,1,473175.3454230017
3,2,1699,3248,74,2,9,480171.89625937754
1,1,1441,2325,44,5,10,435906.9141545064
1,1,2050,4873,68,19,4,345428.8873030301
3,3,1433,2688,31,15,2,410673.4299911157
3,3,3298,3985,81,1,4,499994.4456983416
1,1,995,3076,83,11,5,262342.82620418665
3,1,2693,2461,51,18,2,395932.08272077725
2,2,1257,1072,63,3,7,420148.2624107256
4,2,1629,7030,39,9,3,483223.14338632685
4,1,3104,5611,91,4,8,528599.225142735
4,3,2856,3796,12,13,4,538100.4938908623
2,1,2024,8717,89,9,5,417161.60009790096
3,1,1686,5516,79,3,3,398314.76508424093
5,3,1192,3493,88,16,5,386662.14059947216
3,3,2475,5231,73,8,9,553321.341425823
1,2,3246,4576,28,7,2,415625.6127151389
4,2,3178,9100,62,17,7,431823.8694377849
3,2,3327,6728,83,16,10,522768.6689509393
5,2,2981,1032,25,18,8,579913.5242756158
1,3,1715,5373,95,16,3,307219.32354861725
2,1,1734,4598,58,15,4,304932.5979001988
2,2,1154,3392,48,2,10,458404.253618942
5,2,3431,7705,52,4,2,575710.7856611533
1,3,2321,7790,87,5,10,453987.77472769027
4,3,3472,3677,30,7,9,674932.735770232
3,1,3137,2401,11,15,3,441886.3485342078
1,1,1428,1817,57,17,9,332753.61132766
2,3,3479,7203,35,10,7,580410.1745915643
5,2,1970,5562,9,9,6,570722.0381329759
5,2,1126,5723,5,16,3,489496.95931238437
3,2,2238,3438,6,3,7,565306.8680607232
5,1,3057,7828,30,9,3,562067.7417623007
5,2,2221,2210,90,8,6,496850.87172080367
1,2,1926,7641,71,7,8,428559.08166625374
4,3,3483,1599,2,17,5,562308.5225646935
3,2,2580,6480,46,5,3,454893.1537031803
1,3,2331,2846,84,7,6,429939.0852865827
4,2,2714,7592,0,13,8,612519.5575126441
1,1,2032,8861,44,18,10,400482.4702726511
1,2,2756,2887,53,14,3,359751.6095091407
5,2,3275,1679,49,18,5,480844.072086759
4,3,1192,4252,78,3,9,501501.1774980847
3,3,1625,2835,6,17,10,465031.24138205074
3,3,2712,3177,62,19,10,450906.3124340519
4,2,3195,9142,14,7,3,577657.7117996077
5,2,849,1148,88,4,2,378799.7624702996
2,1,2196,2495,66,15,8,394917.73890411924
1,2,1850,2744,29,8,7,417749.60993595317
5,1,1599,2646,77,16,9,425722.1358444347
4,3,2592,3995,67,1,4,496962.12298177584
1,3,3496,7643,35,16,3,431406.79685424105
3,3,2163,8378,66,2,10,536880.5877487228
2,1,3148,9849,4,2,5,522314.30816212593
3,2,2365,4667,24,8,1,450024.8926189404
4,3,3013,1576,94,12,5,452696.7002206337
1,2,3163,5779,10,11,3,456393.43131771963
4,2,800,9187,71,6,1,392571.2803417164
1,3,1819,3972,89,19,3,268211.75114027056
5,1,2084,8756,65,18,5,456103.2157354646
2,2,862,4948,27,5,5,371910.0532188074
5,3,3330,7544,59,15,10,587327.5650400927
5,2,2669,3045,9,8,8,610754.5675593808
4,2,3069,2627,49,6,1,519507.02729721594
2,2,951,2488,38,12,7,398698.98853723163
1,2,1443,4563,36,19,5,365148.765553939
1,2,1425,2802,62,12,3,298241.27812956227
3,1,1016,4591,60,12,4,341385.4670330424
1,1,995,4520,84,9,3,238493.1117745503
4,3,1814,6896,91,10,8,449043.84170022444
5,1,3494,8643,37,17,4,544343.3021581881
5,1,2321,8041,32,18,3,448776.2125138439
5,1,2378,4311,74,16,2,448642.48000043223
2,2,1880,3305,44,4,3,383355.3567033152
1,2,2327,8875,43,18,7,412133.8301456174
4,3,1521,2967,0,3,6,534807.5190295742
2,3,2407,9009,52,16,10,464865.7883306979
3,3,2559,6462,46,14,5,494813.80163130077
4,2,2362,7897,32,9,8,537893.9890973023
4,1,1439,4458,66,6,1,376429.3983120025
4,1,2953,9585,89,4,3,467101.04091121076
5,2,964,5778,14,2,2,546159.744790336
4,3,1014,4730,13,10,2,436452.8422229998
1,3,1894,5365,22,11,1,385083.8054358191
4,3,889,8547,53,7,5,457043.15999297315
5,2,2595,1027,7,5,5,596366.4265431066
4,3,2051,4491,53,4,3,487654.5763258516
3,3,1902,7423,35,6,9,537348.5691364588
3,2,1407,6301,83,2,6,446101.8002248484
5,1,1148,7160,51,2,10,516304.8215499252
1,2,1045,2173,5,16,6,381002.0339157039
1,2,1071,1338,96,13,10,346201.01297604083
2,2,2830,1841,27,7,6,510185.3156539685
5,2,1202,1293,49,5,2,451725.9095899121
4,1,2265,7558,37,17,10,429158.9637948866
5,3,1995,2647,29,13,10,584298.2783163616
2,2,1879,5898,80,15,8,376860.7398692784
5,1,2414,5526,72,3,6,524121.1397145615
5,3,1926,6614,91,4,3,447707.5667369296
2,3,1083,4801,53,15,10,422892.7121468548
1,3,1316,9280,70,18,9,327425.47382932616
4,2,3465,8376,45,3,2,571338.6136497848
2,2,2101,1899,27,7,7,491363.43704774603
3,3,1411,4477,16,8,3,446247.7954670612
1,3,1549,2744,47,11,6,414083.293130711
3,3,2092,7096,43,9,5,469213.2405448205
1,3,2656,3253,59,12,6,438569.82691827504
4,3,1199,2633,59,5,8,461229.3562135368
4,3,2326,8001,4,1,3,617081.2608670131
5,1,2824,8020,68,14,2,489159.75956448226
3,3,2933,9149,77,3,8,573805.9480740932
1,2,1119,5701,69,15,1,249220.89658465472
4,2,1855,7735,6,10,2,454904.9844142972
2,2,1135,2013,52,10,10,401022.99211951357
4,3,2898,4299,16,3,1,594554.6793937031
2,2,973,2506,58,6,5,371417.04678922787
1,1,2441,5803,8,5,8,447633.07676218875
4,3,1300,1977,94,19,2,303812.80901450146
4,2,2923,2817,21,14,4,544929.785021307
1,1,3163,5901,44,17,4,399050.8188031971
4,1,2656,7798,72,12,7,453343.9969815018
2,2,2696,1473,58,9,1,352073.21259563515
4,1,2463,1567,79,3,9,498224.9466349983
3,2,2518,8966,99,18,3,327514.032300252
5,1,2578,3258,97,4,6,497778.13774982496
2,3,1496,9120,12,14,10,551450.6342959076
3,3,1531,5310,82,6,5,390556.0981075207
1,3,1894,2982,11,15,4,392995.35841984465
2,3,1451,2096,35,17,9,451636.16438328126
5,3,1894,7610,9,5,9,652257.1964575024
5,2,845,4570,15,6,1,457241.48213002156
1,3,1870,7497,91,5,7,406332.28324579506
1,3,2245,4646,18,19,10,424290.25543938554
2,3,2996,3419,5,14,9,538365.6057498612
4,3,1255,5279,3,4,5,541673.0178560033
1,1,2462,1673,29,5,1,411746.83858185227
4,3,1765,3802,94,11,8,445151.6094121311
3,3,2820,8312,45,2,5,556190.1217984135
5,2,1668,3369,26,2,6,533776.6629810829
4,1,2328,5530,44,12,7,494623.12948851264
5,2,1800,2066,84,16,10,491792.48625772406
4,3,1573,6432,36,17,7,492687.2003357474
3,2,3091,9073,8,4,7,574514.3231139411
1,2,3321,1687,60,14,1,374782.5802364104
3,3,3229,1068,34,7,7,548721.1867937453
1,1,1926,7774,46,15,3,353898.25039132085
1,1,3336,1419,20,16,5,417024.18193066155
5,2,1860,7891,16,8,10,562685.1665439729
3,3,2477,6593,54,2,5,524133.93235980667
4,2,2343,7104,87,19,8,457923.814229972
3,2,1196,4892,94,1,7,431576.15157856996
5,2,3143,1439,5,4,7,633672.0996587005
1,3,906,2208,34,11,6,348292.16525322135
5,3,1753,3563,49,10,7,504651.3900445921
2,1,3377,8466,36,18,7,458379.2594916173
2,3,2648,2253,12,1,5,520767.02583685494
4,2,1733,4209,24,17,5,474529.1496544329
5,2,1087,4549,95,16,4,350468.5652317096
4,1,1505,1614,0,12,4,453149.11155905505
4,3,2843,4078,48,16,5,507741.5975831583
2,2,2284,4490,34,9,10,522311.6861971228
4,1,1014,4543,82,17,9,404563.20722395927
2,1,2104,9102,52,3,6,472905.2485820332
1,2,2777,2900,51,18,8,415373.20858225325
5,2,2282,6680,53,15,9,509923.84634764853
4,3,2624,7751,75,15,4,447731.24780654354
2,1,1143,6862,46,16,7,330593.72950587625
3,2,993,2712,42,1,5,459584.02499069786
4,1,957,3329,19,1,4,465670.2482062659
1,3,1264,2194,32,4,7,449498.43101838906
1,2,2951,7781,92,13,3,388963.06835800206
3,3,2881,9162,15,4,1,528387.2024925188
2,1,3486,5906,77,8,7,475819.8581889297
4,3,2549,2378,6,13,9,583259.1580329102
2,3,3172,1749,69,8,2,436652.30775939464
1,1,1391,6292,20,14,7,355054.9286368822
2,3,2988,1300,35,1,10,612918.8875852764
1,1,3321,5695,85,9,2,374434.29316788755
2,2,1854,5624,53,1,3,431900.6197139942
3,1,1683,4837,18,7,10,485591.5581282851
5,1,862,1277,24,13,10,494811.3107603376
3,2,1910,4917,66,15,3,354123.3124790496
3,1,1103,8307,99,9,4,347443.638221117
5,2,1884,3161,52,16,6,483738.73400137905
5,2,1195,2389,97,17,3,344604.1237669108
4,1,1133,9882,74,9,9,455237.30202957947
4,3,1210,5732,47,6,2,455337.73897611216
3,3,3131,4468,41,12,7,537969.9843797463
3,2,1265,7141,46,16,6,398996.59950363083
1,3,879,6969,90,15,2,261401.54557983804
1,3,1900,4816,41,7,3,406695.7918168012
4,1,2777,6037,1,10,6,557467.0507835926
4,2,1532,6994,5,4,10,554985.3952446964
1,2,2617,3451,45,3,4,437397.7262248599
1,1,2363,1024,65,18,1,282845.7150299218
2,3,2184,6962,80,1,1,427518.2182134823
2,2,2924,3556,39,13,3,456711.7564848785
1,3,3356,8632,57,18,8,482198.16473748634
2,2,1987,1060,77,8,4,353769.7616236716
5,2,1998,8675,73,11,1,443759.32229864015
4,2,3309,1122,32,10,8,569032.5836638203
4,2,2411,6616,61,4,10,569289.2878343205
1,3,3092,2186,11,4,6,530083.4650040325
3,3,921,6158,95,4,1,374812.0417309962
1,3,984,8864,48,12,10,412225.20907852857
2,3,831,5089,87,8,10,430580.62513021374
3,1,1797,3472,77,13,6,384291.078441559
2,2,2786,8450,4,8,1,459885.23699156806
5,2,1368,3964,50,3,10,543609.9844957945
2,2,3157,9104,68,12,10,522256.72676829394
5,1,2195,2310,31,18,3,405325.79338735784
5,3,2479,9346,48,15,2,475340.98963099887
2,2,1629,3212,96,14,4,315353.43017813074
2,3,2419,7792,59,9,2,454099.0529630291
5,3,1879,9703,45,5,5,595734.885798872
3,1,1590,9378,67,15,4,360206.3563244557
5,1,3311,2845,93,8,6,547605.7171746471
4,3,1793,8660,40,3,7,562436.6977442225
5,2,877,2702,80,12,2,333670.6254439192
3,2,3381,1390,66,5,2,482018.08658804075
4,1,907,1654,12,9,8,447839.29688446125
1,1,2096,6835,99,3,9,424260.7720119435
1,1,2862,5271,17,8,5,451271.1184911378
3,1,1169,9955,86,13,7,335367.17233608826
5,1,3052,4400,98,8,9,500307.129727286
2,1,2804,6319,96,5,1,377632.5010646387
3,1,2503,7732,50,7,8,442840.56321350735
4,2,1240,7674,35,5,10,522067.86775430245
4,1,1026,2085,80,9,10,428330.75814357103
1,1,3375,6446,33,5,9,493662.5873986161
4,2,3201,5376,11,8,9,650027.6789226333
3,2,1422,2963,4,12,10,525764.1637437673
4,3,1824,6177,47,4,7,517313.47618120123
3,1,2376,5572,90,9,10,453064.8956450878
2,1,2443,8543,39,14,3,423646.3287830368
1,1,1984,9907,12,19,5,371888.31164362276
4,1,960,1242,25,13,2,336864.0355475245
3,3,1670,7510,13,3,10,574446.9732858911
5,2,2545,4915,95,4,3,475671.791942604
1,2,1974,1837,10,1,10,536915.9474106472
2,1,1243,4323,37,1,7,448267.30235811474
3,1,2590,3953,79,11,1,369515.0763683593
2,1,2294,2432,56,16,3,349549.700313251
2,3,1262,7854,21,4,5,432958.9605756878
4,3,1272,8655,15,7,4,490720.5635360597
4,2,3404,9431,76,12,3,541324.9796923123
3,1,879,9330,75,6,6,388277.86631449166
5,1,1862,9611,81,9,6,499185.1451197841
3,1,1039,1303,28,8,4,393659.3272102007
5,1,1356,3162,81,14,9,469143.0460757381
2,3,1389,7486,1,15,6,395937.0616850195
1,2,2160,5102,53,5,9,450600.56039952487
3,2,2684,7874,1,15,10,602941.5411554098
3,3,2775,2168,2,6,10,637158.335889016
5,1,2103,1415,92,1,2,485529.3064697548
2,2,1939,6243,55,9,6,425509.8851585877
2,2,3116,1149,71,4,4,444819.3396146654
5,3,2739,7524,10,2,2,593842.8885078018
2,1,1134,6899,75,6,5,324973.7977084622
4,2,1111,1838,31,2,3,480240.51405521296
1,1,1876,7144,3,3,6,470062.2762605213
3,2,833,8466,8,7,8,482383.663766741
1,3,2641,2320,87,17,4,359714.766371292
3,1,1185,2523,55,9,4,370380.2939763015
4,3,1048,6234,15,9,5,515157.4425349871
2,2,1934,7144,80,19,6,376949.16887270426
5,3,2233,1552,85,5,7,509659.1474878789
4,3,2002,4756,70,6,6,511209.1496867447
1,3,1593,4671,9,18,7,362941.331245148
5,2,1651,1481,92,1,9,523318.5184522649
2,1,1175,1599,35,17,4,328654.60699253966
4,3,1523,8677,23,14,10,506338.016380171
5,1,2410,2982,63,15,1,411034.4316134792
4,2,2713,2634,55,5,9,563790.159430495
4,1,1001,8830,77,17,7,380387.8729093347
2,3,3292,3997,77,11,4,447625.9074193791
3,3,2742,1686,88,10,10,474850.7961898832
5,3,3144,6529,21,17,8,609436.8199520186
